,lat,lon,type,subtype
20885,22.0379891,96.4741612,tourism,artwork
20886,16.8629975,97.6209635,tourism,hotel
20887,16.8062416,96.2250974,tourism,hostel
20888,16.8853849,96.10695,railway,crossing
20889,16.8854028,96.1069923,railway,crossing
20890,16.8852213,96.1067435,railway,crossing
20891,16.8852091,96.1067147,railway,crossing
20892,16.8851956,96.1066818,railway,crossing
20893,16.874467,96.1110089,railway,crossing
20894,16.8744558,96.11097,railway,crossing
20895,16.7752324,96.1489328,takeaway,yes
20896,17.455739,96.8371477,railway,level_crossing
20897,16.7977276,96.1280899,shop,fashion
20898,16.8911662,96.1138115,shop,furniture
20899,18.28631,97.3444444,tourism,viewpoint
20900,16.4892827,97.6187888,shop,mobile_phone
20901,17.1374668,96.294953,shop,dry_cleaning
20902,20.8906311,94.8186295,tourism,apartment
20903,16.8379814,96.1277324,shop,clothes
20904,20.4156844,96.7035721,shop,beauty
20905,16.1376552,97.719918,railway,level_crossing
20906,21.009631,94.8624898,tourism,attraction
20907,10.1788824,98.7120652,place,village
20908,16.7861976,96.1592166,tourism,apartment
20909,16.8805427,97.631174,tourism,viewpoint
20910,16.8914132,97.6052691,tourism,hostel
20911,14.2030111,98.1802969,tourism,attraction
20912,14.2134027,98.1923735,tourism,attraction
20913,14.4388682,98.1777537,tourism,attraction
20914,14.4682502,98.1812187,tourism,attraction
20915,14.4824114,98.1833036,tourism,attraction
20916,14.541268,98.1829293,tourism,attraction
20917,14.6141853,98.135353,tourism,attraction
20918,14.5185395,98.182002,tourism,attraction
20919,14.1979668,98.1815629,tourism,attraction
20920,14.1979522,98.1815507,tourism,attraction
20921,14.5221467,98.1821742,tourism,attraction
20922,14.1685997,98.2804608,tourism,attraction
20923,14.2307671,98.2092694,tourism,attraction
20924,13.4565276,98.4996162,tourism,attraction
20925,20.491831,96.6671567,tourism,attraction
20926,20.5280453,96.7500042,tourism,attraction
20927,16.8709373,97.8187485,place,village
20928,16.8785172,97.8141632,place,village
20929,16.8496216,96.1959545,shop,convenience
20930,16.8519707,97.8384857,place,village
20931,16.8852444,97.806427,place,village
20932,21.9649645,96.1197079,tourism,guest_house
20933,23.191452,94.0497513,tourism,hotel
20934,21.9330921,94.867218,tourism,guest_house
20935,21.1991166,94.9047864,shop,bicycle
20936,24.2134056,94.306427,shop,bicycle
20937,22.1676254,94.1293411,tourism,hotel
20938,17.500658,95.854393,tourism,hotel
20939,21.9674457,96.0927097,shop,car_parts
20940,10.5171718,98.8294474,place,hamlet
20941,20.8011736,95.018538,tourism,viewpoint
20942,19.8448067,96.2966151,tourism,artwork
20943,16.8889119,96.153251,railway,level_crossing
20944,16.8889023,96.1532081,railway,level_crossing
20945,22.2948985,96.0739109,shop,art
20946,11.7578124,98.3113977,tourism,attraction
20947,16.855933,96.1932971,shop,beverages
20948,16.7855916,96.1685289,shop,bicycle
20949,16.8336081,96.1201548,shop,confectionery
20950,16.8249006,96.2649811,shop,beauty
20951,14.1389304,98.1022557,tourism,guest_house
20952,16.7774895,96.1448829,shop,copyshop
20953,16.481044,97.6196588,tourism,guest_house
20954,20.7843778,97.0422952,tourism,hotel
20955,18.6962981,96.5772213,shop,bookmaker
20956,13.5456392,98.4315806,shop,cosmetics
20957,21.0176246,97.5355372,sport,soccer
20958,16.8446771,96.2116829,shop,pet
20959,16.7740995,96.1730395,shop,interior_decoration
20960,21.9693781,96.0881205,tourism,information
20961,16.7668336,96.2563527,shop,books
20962,16.8051277,96.1538744,shop,alcohol
20963,16.8206951,96.1919981,shop,electronics
20964,19.6925804,97.2089548,tourism,attraction
20965,18.4847998,95.5043863,shop,photo
20966,21.7862162,96.1952732,place,village
20967,21.984577,96.0829193,shop,massage
20968,16.843376,96.241895,tourism,apartment
20969,23.8348569,97.5955845,building,yes
20970,23.8283616,97.597188,building,yes
20971,23.8290498,97.5957501,shop,mobile_phone
20972,23.8291949,97.5954934,shop,motorcycle_repair
20973,23.8297008,97.5932067,shop,tea
20974,23.8316184,97.595164,shop,beauty
20975,19.701169,97.211043,shop,supermarket
20976,21.8765943,96.2372637,shop,beverages
20977,18.5077229,95.4393219,shop,photo
20978,18.5071179,95.4401025,tourism,attraction
20979,18.4341882,95.5509537,shop,electronics
20980,18.8203857,95.239617,shop,electronics
20981,21.9331921,96.0940006,shop,tea
20982,16.7777868,96.1467157,shop,houseware
20983,21.6087946,96.1324354,shop,mobile_phone
20984,21.6087958,96.1324772,shop,copyshop
20985,21.6087933,96.1323453,shop,clothes
20986,21.605142,96.1275365,shop,copyshop
20987,16.9205175,96.0593869,shop,wine
20988,16.8634188,96.1414242,tourism,guest_house
20989,22.2390304,97.4058063,shop,computer
20990,22.2409965,97.4026037,shop,electronics
20991,19.7644013,96.3165352,place,village
20992,16.4484975,97.638091,shop,clothes
20993,16.7844558,96.1285579,shop,car_parts
20994,21.3632268,97.6577288,tourism,information
20995,18.7544411,96.5240675,shop,bookmaker
20996,21.9924124,96.120592,shop,motorcycle
20997,22.6181574,97.3000649,shop,variety_store
20998,16.7722823,96.150752,shop,electronics
20999,16.8192215,96.2459893,tourism,apartment
21000,19.6761715,97.2058214,shop,travel_agency
21001,19.667658,97.2078972,shop,travel_agency
21002,19.674159,97.2030382,shop,travel_agency
21003,19.6696389,97.2170285,shop,travel_agency
21004,19.6707804,97.2083053,shop,travel_agency
21005,19.665292,97.2045509,shop,travel_agency
21006,19.6889155,97.2130613,shop,travel_agency
21007,19.6651173,97.2045951,tourism,hotel
21008,19.6970003,97.213057,shop,travel_agency
21009,19.6924623,97.2119234,shop,travel_agency
21010,19.6704706,97.2042178,shop,travel_agency
21011,19.6940778,97.208925,shop,travel_agency
21012,13.9095179,98.235769,place,island
21013,16.7755128,96.1616233,shop,electronics
21014,16.8638068,96.0548122,tourism,attraction
21015,14.0419635,98.2221722,place,village
21016,19.7534989,96.0867915,shop,electronics
21017,19.6860576,97.1976051,shop,travel_agency
21018,19.6745169,97.2124587,shop,travel_agency
21019,19.690064,97.2048835,shop,travel_agency
21020,19.6882568,97.2045267,shop,travel_agency
21021,16.8231223,96.2703165,tourism,apartment
21022,14.028193,98.2303047,place,village
21023,9.9796608,98.5484302,shop,cosmetics
21024,14.0662525,98.2319409,place,village
21025,14.0712765,98.2323915,place,village
21026,17.0695143,97.2990404,railway,station
21027,22.0536442,96.1095856,railway,station
21028,22.0625247,96.1111916,railway,halt
21029,22.0941413,96.116905,railway,station
21030,22.119006,96.1207625,railway,station
21031,22.2095279,96.109567,railway,station
21032,22.1822739,96.1167558,railway,halt
21033,22.1693885,96.1198611,railway,halt
